code,team_gender,country_code,country,country_long,discipline,disciplines_code,events,num_athletes
TENMDOUBLES-CZE01,M,CZE,Czechia,Czechia,Tennis,TEN,Men's Doubles,2
TENMDOUBLES-ESP01,M,ESP,Spain,Spain,Tennis,TEN,Men's Doubles,2
TENMDOUBLES-ESP02,M,ESP,Spain,Spain,Tennis,TEN,Men's Doubles,2
TENMDOUBLES-FRA01,M,FRA,France,France,Tennis,TEN,Men's Doubles,2
TENMDOUBLES-FRA02,M,FRA,France,France,Tennis,TEN,Men's Doubles,2
TENMDOUBLES-GBR01,M,GBR,Great Britain,Great Britain,Tennis,TEN,Men's Doubles,2
TENMDOUBLES-GBR02,M,GBR,Great Britain,Great Britain,Tennis,TEN,Men's Doubles,2
TENMDOUBLES-GER01,M,GER,Germany,Germany,Tennis,TEN,Men's Doubles,2
TENMDOUBLES-GER02,M,GER,Germany,Germany,Tennis,TEN,Men's Doubles,2
TENMDOUBLES-GRE01,M,GRE,Greece,Greece,Tennis,TEN,Men's Doubles,2
TENMDOUBLES-HUN01,M,HUN,Hungary,Hungary,Tennis,TEN,Men's Doubles,2
TENMDOUBLES-IND01,M,IND,India,India,Tennis,TEN,Men's Doubles,2
TENMDOUBLES-ITA01,M,ITA,Italy,Italy,Tennis,TEN,Men's Doubles,2
TENMDOUBLES-ITA02,M,ITA,Italy,Italy,Tennis,TEN,Men's Doubles,2
TENMDOUBLES-JPN01,M,JPN,Japan,Japan,Tennis,TEN,Men's Doubles,2
TENMDOUBLES-KAZ01,M,KAZ,Kazakhstan,Kazakhstan,Tennis,TEN,Men's Doubles,2
TENMDOUBLES-LBN01,M,LBN,Lebanon,Lebanon,Tennis,TEN,Men's Doubles,2
TENMDOUBLES-NED01,M,NED,Netherlands,Netherlands,Tennis,TEN,Men's Doubles,2
TENMDOUBLES-NED02,M,NED,Netherlands,Netherlands,Tennis,TEN,Men's Doubles,2
TENMDOUBLES-POL01,M,POL,Poland,Poland,Tennis,TEN,Men's Doubles,2
TENMDOUBLES-POR01,M,POR,Portugal,Portugal,Tennis,TEN,Men's Doubles,2
TENMDOUBLES-USA01,M,USA,United States,United States of America,Tennis,TEN,Men's Doubles,2
TENMDOUBLES-USA02,M,USA,United States,United States of America,Tennis,TEN,Men's Doubles,2
TENWDOUBLES-AIN01,W,AIN,AIN,AIN,Tennis,TEN,Women's Doubles,2
TENWDOUBLES-AIN02,W,AIN,AIN,AIN,Tennis,TEN,Women's Doubles,2
TENWDOUBLES-ARG01,W,ARG,Argentina,Argentina,Tennis,TEN,Women's Doubles,2
TENWDOUBLES-AUS01,W,AUS,Australia,Australia,Tennis,TEN,Women's Doubles,2
TENWDOUBLES-AUS02,W,AUS,Australia,Australia,Tennis,TEN,Women's Doubles,2
TENWDOUBLES-BRA01,W,BRA,Brazil,Brazil,Tennis,TEN,Women's Doubles,2
TENWDOUBLES-CAN01,W,CAN,Canada,Canada,Tennis,TEN,Women's Doubles,2
TENWDOUBLES-CHN01,W,CHN,China,People's Republic of China,Tennis,TEN,Women's Doubles,2
TENWDOUBLES-CHN02,W,CHN,China,People's Republic of China,Tennis,TEN,Women's Doubles,2
TENWDOUBLES-CZE01,W,CZE,Czechia,Czechia,Tennis,TEN,Women's Doubles,2
TENWDOUBLES-CZE02,W,CZE,Czechia,Czechia,Tennis,TEN,Women's Doubles,2
TENWDOUBLES-ESP01,W,ESP,Spain,Spain,Tennis,TEN,Women's Doubles,2
TENWDOUBLES-FRA01,W,FRA,France,France,Tennis,TEN,Women's Doubles,2
TENWDOUBLES-FRA02,W,FRA,France,France,Tennis,TEN,Women's Doubles,2
TENWDOUBLES-GBR01,W,GBR,Great Britain,Great Britain,Tennis,TEN,Women's Doubles,2
TENWDOUBLES-GER01,W,GER,Germany,Germany,Tennis,TEN,Women's Doubles,2
TENWDOUBLES-GER02,W,GER,Germany,Germany,Tennis,TEN,Women's Doubles,2
TENWDOUBLES-GRE01,W,GRE,Greece,Greece,Tennis,TEN,Women's Doubles,2
TENWDOUBLES-ITA01,W,ITA,Italy,Italy,Tennis,TEN,Women's Doubles,2
TENWDOUBLES-ITA02,W,ITA,Italy,Italy,Tennis,TEN,Women's Doubles,2
TENWDOUBLES-JPN01,W,JPN,Japan,Japan,Tennis,TEN,Women's Doubles,2
TENWDOUBLES-NED01,W,NED,Netherlands,Netherlands,Tennis,TEN,Women's Doubles,2
TENWDOUBLES-NZL01,W,NZL,New Zealand,New Zealand,Tennis,TEN,Women's Doubles,2
TENWDOUBLES-POL01,W,POL,Poland,Poland,Tennis,TEN,Women's Doubles,2
TENWDOUBLES-ROU01,W,ROU,Romania,Romania,Tennis,TEN,Women's Doubles,2
TENWDOUBLES-ROU02,W,ROU,Romania,Romania,Tennis,TEN,Women's Doubles,2
TENWDOUBLES-TPE01,W,TPE,Chinese Taipei,Chinese Taipei,Tennis,TEN,Women's Doubles,2
TENWDOUBLES-TPE02,W,TPE,Chinese Taipei,Chinese Taipei,Tennis,TEN,Women's Doubles,2
TENWDOUBLES-UKR01,W,UKR,Ukraine,Ukraine,Tennis,TEN,Women's Doubles,2
TENWDOUBLES-UKR02,W,UKR,Ukraine,Ukraine,Tennis,TEN,Women's Doubles,2
TENWDOUBLES-USA01,W,USA,United States,United States of America,Tennis,TEN,Women's Doubles,2
TENWDOUBLES-USA02,W,USA,United States,United States of America,Tennis,TEN,Women's Doubles,2
TENXDOUBLES-AIN01,X,AIN,AIN,AIN,Tennis,TEN,Mixed Doubles,2
TENXDOUBLES-ARG01,X,ARG,Argentina,Argentina,Tennis,TEN,Mixed Doubles,2
TENXDOUBLES-AUS01,X,AUS,Australia,Australia,Tennis,TEN,Mixed Doubles,2
TENXDOUBLES-BRA01,X,BRA,Brazil,Brazil,Tennis,TEN,Mixed Doubles,2
TENXDOUBLES-CAN01,X,CAN,Canada,Canada,Tennis,TEN,Mixed Doubles,2
TENXDOUBLES-CHN01,X,CHN,China,People's Republic of China,Tennis,TEN,Mixed Doubles,2
TENXDOUBLES-CRO01,X,CRO,Croatia,Croatia,Tennis,TEN,Mixed Doubles,2
TENXDOUBLES-CZE01,X,CZE,Czechia,Czechia,Tennis,TEN,Mixed Doubles,2
TENXDOUBLES-DEN01,X,DEN,Denmark,Denmark,Tennis,TEN,Mixed Doubles,2
TENXDOUBLES-ESP01,X,ESP,Spain,Spain,Tennis,TEN,Mixed Doubles,2
TENXDOUBLES-FRA01,X,FRA,France,France,Tennis,TEN,Mixed Doubles,2
TENXDOUBLES-GBR01,X,GBR,Great Britain,Great Britain,Tennis,TEN,Mixed Doubles,2
TENXDOUBLES-GER01,X,GER,Germany,Germany,Tennis,TEN,Mixed Doubles,2
TENXDOUBLES-GRE01,X,GRE,Greece,Greece,Tennis,TEN,Mixed Doubles,2
TENXDOUBLES-ITA01,X,ITA,Italy,Italy,Tennis,TEN,Mixed Doubles,2
TENXDOUBLES-JPN01,X,JPN,Japan,Japan,Tennis,TEN,Mixed Doubles,2
TENXDOUBLES-NED01,X,NED,Netherlands,Netherlands,Tennis,TEN,Mixed Doubles,2
TENXDOUBLES-SUI01,X,SUI,Switzerland,Switzerland,Tennis,TEN,Mixed Doubles,2
TENXDOUBLES-USA01,X,USA,United States,United States of America,Tennis,TEN,Mixed Doubles,2
TRIXTEAM4---AUS01,X,AUS,Australia,Australia,Triathlon,TRI,Mixed Relay,4
TRIXTEAM4---AUT01,X,AUT,Austria,Austria,Triathlon,TRI,Mixed Relay,4
TRIXTEAM4---BEL01,X,BEL,Belgium,Belgium,Triathlon,TRI,Mixed Relay,4
TRIXTEAM4---BRA01,X,BRA,Brazil,Brazil,Triathlon,TRI,Mixed Relay,4
TRIXTEAM4---ESP01,X,ESP,Spain,Spain,Triathlon,TRI,Mixed Relay,4
TRIXTEAM4---FRA01,X,FRA,France,France,Triathlon,TRI,Mixed Relay,4
TRIXTEAM4---GBR01,X,GBR,Great Britain,Great Britain,Triathlon,TRI,Mixed Relay,4
TRIXTEAM4---GER01,X,GER,Germany,Germany,Triathlon,TRI,Mixed Relay,4
TRIXTEAM4---ITA01,X,ITA,Italy,Italy,Triathlon,TRI,Mixed Relay,4
TRIXTEAM4---MEX01,X,MEX,Mexico,Mexico,Triathlon,TRI,Mixed Relay,4
TRIXTEAM4---NED01,X,NED,Netherlands,Netherlands,Triathlon,TRI,Mixed Relay,4
TRIXTEAM4---NOR01,X,NOR,Norway,Norway,Triathlon,TRI,Mixed Relay,4
TRIXTEAM4---NZL01,X,NZL,New Zealand,New Zealand,Triathlon,TRI,Mixed Relay,4
TRIXTEAM4---POR01,X,POR,Portugal,Portugal,Triathlon,TRI,Mixed Relay,4
TRIXTEAM4---SUI01,X,SUI,Switzerland,Switzerland,Triathlon,TRI,Mixed Relay,4
TRIXTEAM4---USA01,X,USA,United States,United States of America,Triathlon,TRI,Mixed Relay,4
TTEMTEAM----AUS01,M,AUS,Australia,Australia,Table Tennis,TTE,Men's Team,3
TTEMTEAM----BRA01,M,BRA,Brazil,Brazil,Table Tennis,TTE,Men's Team,3
TTEMTEAM----CAN01,M,CAN,Canada,Canada,Table Tennis,TTE,Men's Team,3
TTEMTEAM----CHN01,M,CHN,China,People's Republic of China,Table Tennis,TTE,Men's Team,3
TTEMTEAM----CRO01,M,CRO,Croatia,Croatia,Table Tennis,TTE,Men's Team,3
TTEMTEAM----DEN01,M,DEN,Denmark,Denmark,Table Tennis,TTE,Men's Team,3
TTEMTEAM----EGY01,M,EGY,Egypt,Egypt,Table Tennis,TTE,Men's Team,3
TTEMTEAM----FRA01,M,FRA,France,France,Table Tennis,TTE,Men's Team,3
TTEMTEAM----GER01,M,GER,Germany,Germany,Table Tennis,TTE,Men's Team,3
TTEMTEAM----IND01,M,IND,India,India,Table Tennis,TTE,Men's Team,3
TTEMTEAM----JPN01,M,JPN,Japan,Japan,Table Tennis,TTE,Men's Team,3
TTEMTEAM----KOR01,M,KOR,Korea,Republic of Korea,Table Tennis,TTE,Men's Team,3
TTEMTEAM----POR01,M,POR,Portugal,Portugal,Table Tennis,TTE,Men's Team,3
TTEMTEAM----SLO01,M,SLO,Slovenia,Slovenia,Table Tennis,TTE,Men's Team,3
TTEMTEAM----SWE01,M,SWE,Sweden,Sweden,Table Tennis,TTE,Men's Team,3
TTEMTEAM----TPE01,M,TPE,Chinese Taipei,Chinese Taipei,Table Tennis,TTE,Men's Team,3
TTEWTEAM----AUS01,W,AUS,Australia,Australia,Table Tennis,TTE,Women's Team,3
TTEWTEAM----BRA01,W,BRA,Brazil,Brazil,Table Tennis,TTE,Women's Team,3
TTEWTEAM----CHN01,W,CHN,China,People's Republic of China,Table Tennis,TTE,Women's Team,3
TTEWTEAM----EGY01,W,EGY,Egypt,Egypt,Table Tennis,TTE,Women's Team,3
TTEWTEAM----FRA01,W,FRA,France,France,Table Tennis,TTE,Women's Team,3
TTEWTEAM----GER01,W,GER,Germany,Germany,Table Tennis,TTE,Women's Team,3
TTEWTEAM----HKG01,W,HKG,"Hong Kong, China","Hong Kong, China",Table Tennis,TTE,Women's Team,3
TTEWTEAM----IND01,W,IND,India,India,Table Tennis,TTE,Women's Team,3
TTEWTEAM----JPN01,W,JPN,Japan,Japan,Table Tennis,TTE,Women's Team,3
TTEWTEAM----KOR01,W,KOR,Korea,Republic of Korea,Table Tennis,TTE,Women's Team,3
TTEWTEAM----POL01,W,POL,Poland,Poland,Table Tennis,TTE,Women's Team,3
TTEWTEAM----ROU01,W,ROU,Romania,Romania,Table Tennis,TTE,Women's Team,3
TTEWTEAM----SWE01,W,SWE,Sweden,Sweden,Table Tennis,TTE,Women's Team,3
TTEWTEAM----THA01,W,THA,Thailand,Thailand,Table Tennis,TTE,Women's Team,3
TTEWTEAM----TPE01,W,TPE,Chinese Taipei,Chinese Taipei,Table Tennis,TTE,Women's Team,3
TTEWTEAM----USA01,W,USA,United States,United States of America,Table Tennis,TTE,Women's Team,3
TTEXDOUBLES-AUS01,X,AUS,Australia,Australia,Table Tennis,TTE,Mixed Doubles,2
TTEXDOUBLES-BRA01,X,BRA,Brazil,Brazil,Table Tennis,TTE,Mixed Doubles,2
TTEXDOUBLES-CHN01,X,CHN,China,People's Republic of China,Table Tennis,TTE,Mixed Doubles,2
TTEXDOUBLES-CUB01,X,CUB,Cuba,Cuba,Table Tennis,TTE,Mixed Doubles,2
TTEXDOUBLES-EGY01,X,EGY,Egypt,Egypt,Table Tennis,TTE,Mixed Doubles,2
TTEXDOUBLES-ESP01,X,ESP,Spain,Spain,Table Tennis,TTE,Mixed Doubles,2
TTEXDOUBLES-FRA01,X,FRA,France,France,Table Tennis,TTE,Mixed Doubles,2
TTEXDOUBLES-GER01,X,GER,Germany,Germany,Table Tennis,TTE,Mixed Doubles,2
TTEXDOUBLES-HKG01,X,HKG,"Hong Kong, China","Hong Kong, China",Table Tennis,TTE,Mixed Doubles,2
TTEXDOUBLES-HUN01,X,HUN,Hungary,Hungary,Table Tennis,TTE,Mixed Doubles,2
TTEXDOUBLES-JPN01,X,JPN,Japan,Japan,Table Tennis,TTE,Mixed Doubles,2
TTEXDOUBLES-KOR01,X,KOR,Korea,Republic of Korea,Table Tennis,TTE,Mixed Doubles,2
TTEXDOUBLES-PRK01,X,PRK,DPR Korea,Democratic People's Republic of Korea,Table Tennis,TTE,Mixed Doubles,2
TTEXDOUBLES-ROU01,X,ROU,Romania,Romania,Table Tennis,TTE,Mixed Doubles,2
TTEXDOUBLES-SWE01,X,SWE,Sweden,Sweden,Table Tennis,TTE,Mixed Doubles,2
TTEXDOUBLES-TPE01,X,TPE,Chinese Taipei,Chinese Taipei,Table Tennis,TTE,Mixed Doubles,2
VBVMTEAM2---AUS01,M,AUS,Australia,Australia,Beach Volleyball,VBV,Men,2
VBVMTEAM2---AUS02,M,AUS,Australia,Australia,Beach Volleyball,VBV,Men,2
VBVMTEAM2---AUT01,M,AUT,Austria,Austria,Beach Volleyball,VBV,Men,2
VBVMTEAM2---BRA01,M,BRA,Brazil,Brazil,Beach Volleyball,VBV,Men,2
VBVMTEAM2---BRA02,M,BRA,Brazil,Brazil,Beach Volleyball,VBV,Men,2
VBVMTEAM2---CAN01,M,CAN,Canada,Canada,Beach Volleyball,VBV,Men,2
VBVMTEAM2---CHI01,M,CHI,Chile,Chile,Beach Volleyball,VBV,Men,2
VBVMTEAM2---CUB01,M,CUB,Cuba,Cuba,Beach Volleyball,VBV,Men,2
VBVMTEAM2---CZE01,M,CZE,Czechia,Czechia,Beach Volleyball,VBV,Men,2
VBVMTEAM2---ESP01,M,ESP,Spain,Spain,Beach Volleyball,VBV,Men,2
VBVMTEAM2---FRA01,M,FRA,France,France,Beach Volleyball,VBV,Men,2
VBVMTEAM2---FRA02,M,FRA,France,France,Beach Volleyball,VBV,Men,2
VBVMTEAM2---GER01,M,GER,Germany,Germany,Beach Volleyball,VBV,Men,2
VBVMTEAM2---ITA01,M,ITA,Italy,Italy,Beach Volleyball,VBV,Men,2
VBVMTEAM2---ITA02,M,ITA,Italy,Italy,Beach Volleyball,VBV,Men,2
VBVMTEAM2---MAR01,M,MAR,Morocco,Morocco,Beach Volleyball,VBV,Men,2
VBVMTEAM2---NED01,M,NED,Netherlands,Netherlands,Beach Volleyball,VBV,Men,2
VBVMTEAM2---NED02,M,NED,Netherlands,Netherlands,Beach Volleyball,VBV,Men,2
VBVMTEAM2---NOR01,M,NOR,Norway,Norway,Beach Volleyball,VBV,Men,2
VBVMTEAM2---POL01,M,POL,Poland,Poland,Beach Volleyball,VBV,Men,2
VBVMTEAM2---QAT01,M,QAT,Qatar,Qatar,Beach Volleyball,VBV,Men,2
VBVMTEAM2---SWE01,M,SWE,Sweden,Sweden,Beach Volleyball,VBV,Men,2
VBVMTEAM2---USA01,M,USA,United States,United States of America,Beach Volleyball,VBV,Men,2
VBVMTEAM2---USA02,M,USA,United States,United States of America,Beach Volleyball,VBV,Men,2
VBVWTEAM2---AUS01,W,AUS,Australia,Australia,Beach Volleyball,VBV,Women,2
VBVWTEAM2---BRA01,W,BRA,Brazil,Brazil,Beach Volleyball,VBV,Women,2
VBVWTEAM2---BRA02,W,BRA,Brazil,Brazil,Beach Volleyball,VBV,Women,2
VBVWTEAM2---CAN01,W,CAN,Canada,Canada,Beach Volleyball,VBV,Women,2
VBVWTEAM2---CAN02,W,CAN,Canada,Canada,Beach Volleyball,VBV,Women,2
VBVWTEAM2---CHN01,W,CHN,China,People's Republic of China,Beach Volleyball,VBV,Women,2
VBVWTEAM2---CZE01,W,CZE,Czechia,Czechia,Beach Volleyball,VBV,Women,2
VBVWTEAM2---EGY01,W,EGY,Egypt,Egypt,Beach Volleyball,VBV,Women,2
VBVWTEAM2---ESP01,W,ESP,Spain,Spain,Beach Volleyball,VBV,Women,2
VBVWTEAM2---ESP02,W,ESP,Spain,Spain,Beach Volleyball,VBV,Women,2
VBVWTEAM2---FRA01,W,FRA,France,France,Beach Volleyball,VBV,Women,2
VBVWTEAM2---FRA02,W,FRA,France,France,Beach Volleyball,VBV,Women,2
VBVWTEAM2---GER01,W,GER,Germany,Germany,Beach Volleyball,VBV,Women,2
VBVWTEAM2---GER02,W,GER,Germany,Germany,Beach Volleyball,VBV,Women,2
VBVWTEAM2---ITA01,W,ITA,Italy,Italy,Beach Volleyball,VBV,Women,2
VBVWTEAM2---JPN01,W,JPN,Japan,Japan,Beach Volleyball,VBV,Women,2
VBVWTEAM2---LAT01,W,LAT,Latvia,Latvia,Beach Volleyball,VBV,Women,2
VBVWTEAM2---LTU01,W,LTU,Lithuania,Lithuania,Beach Volleyball,VBV,Women,2
VBVWTEAM2---NED01,W,NED,Netherlands,Netherlands,Beach Volleyball,VBV,Women,2
VBVWTEAM2---PAR01,W,PAR,Paraguay,Paraguay,Beach Volleyball,VBV,Women,2
VBVWTEAM2---SUI01,W,SUI,Switzerland,Switzerland,Beach Volleyball,VBV,Women,2
VBVWTEAM2---SUI02,W,SUI,Switzerland,Switzerland,Beach Volleyball,VBV,Women,2
VBVWTEAM2---USA01,W,USA,United States,United States of America,Beach Volleyball,VBV,Women,2
VBVWTEAM2---USA02,W,USA,United States,United States of America,Beach Volleyball,VBV,Women,2
VVOMTEAM6---ARG01,M,ARG,Argentina,Argentina,Volleyball,VVO,Men,13
VVOMTEAM6---BRA01,M,BRA,Brazil,Brazil,Volleyball,VVO,Men,13
VVOMTEAM6---CAN01,M,CAN,Canada,Canada,Volleyball,VVO,Men,13
VVOMTEAM6---EGY01,M,EGY,Egypt,Egypt,Volleyball,VVO,Men,13
VVOMTEAM6---FRA01,M,FRA,France,France,Volleyball,VVO,Men,13
VVOMTEAM6---GER01,M,GER,Germany,Germany,Volleyball,VVO,Men,13
VVOMTEAM6---ITA01,M,ITA,Italy,Italy,Volleyball,VVO,Men,13
VVOMTEAM6---JPN01,M,JPN,Japan,Japan,Volleyball,VVO,Men,13
VVOMTEAM6---POL01,M,POL,Poland,Poland,Volleyball,VVO,Men,13
VVOMTEAM6---SLO01,M,SLO,Slovenia,Slovenia,Volleyball,VVO,Men,13
VVOMTEAM6---SRB01,M,SRB,Serbia,Serbia,Volleyball,VVO,Men,13
VVOMTEAM6---USA01,M,USA,United States,United States of America,Volleyball,VVO,Men,13
VVOWTEAM6---BRA01,W,BRA,Brazil,Brazil,Volleyball,VVO,Women,13
VVOWTEAM6---CHN01,W,CHN,China,People's Republic of China,Volleyball,VVO,Women,13
VVOWTEAM6---DOM01,W,DOM,Dominican Republic,Dominican Republic,Volleyball,VVO,Women,12
VVOWTEAM6---FRA01,W,FRA,France,France,Volleyball,VVO,Women,13
VVOWTEAM6---ITA01,W,ITA,Italy,Italy,Volleyball,VVO,Women,13
VVOWTEAM6---JPN01,W,JPN,Japan,Japan,Volleyball,VVO,Women,13
VVOWTEAM6---KEN01,W,KEN,Kenya,Kenya,Volleyball,VVO,Women,13
VVOWTEAM6---NED01,W,NED,Netherlands,Netherlands,Volleyball,VVO,Women,13
VVOWTEAM6---POL01,W,POL,Poland,Poland,Volleyball,VVO,Women,13
VVOWTEAM6---SRB01,W,SRB,Serbia,Serbia,Volleyball,VVO,Women,13
VVOWTEAM6---TUR01,W,TUR,Türkiye,Türkiye,Volleyball,VVO,Women,13
VVOWTEAM6---USA01,W,USA,United States,United States of America,Volleyball,VVO,Women,13
WPOMTEAM7---AUS01,M,AUS,Australia,Australia,Water Polo,WPO,Men,13
WPOMTEAM7---CRO01,M,CRO,Croatia,Croatia,Water Polo,WPO,Men,13
WPOMTEAM7---ESP01,M,ESP,Spain,Spain,Water Polo,WPO,Men,13
WPOMTEAM7---FRA01,M,FRA,France,France,Water Polo,WPO,Men,13
WPOMTEAM7---GRE01,M,GRE,Greece,Greece,Water Polo,WPO,Men,13
WPOMTEAM7---HUN01,M,HUN,Hungary,Hungary,Water Polo,WPO,Men,13
WPOMTEAM7---ITA01,M,ITA,Italy,Italy,Water Polo,WPO,Men,13
WPOMTEAM7---JPN01,M,JPN,Japan,Japan,Water Polo,WPO,Men,13
WPOMTEAM7---MNE01,M,MNE,Montenegro,Montenegro,Water Polo,WPO,Men,13
WPOMTEAM7---ROU01,M,ROU,Romania,Romania,Water Polo,WPO,Men,13
WPOMTEAM7---SRB01,M,SRB,Serbia,Serbia,Water Polo,WPO,Men,13
WPOMTEAM7---USA01,M,USA,United States,United States of America,Water Polo,WPO,Men,13
WPOWTEAM7---AUS01,W,AUS,Australia,Australia,Water Polo,WPO,Women,13
WPOWTEAM7---CAN01,W,CAN,Canada,Canada,Water Polo,WPO,Women,13
WPOWTEAM7---CHN01,W,CHN,China,People's Republic of China,Water Polo,WPO,Women,13
WPOWTEAM7---ESP01,W,ESP,Spain,Spain,Water Polo,WPO,Women,13
WPOWTEAM7---FRA01,W,FRA,France,France,Water Polo,WPO,Women,13
WPOWTEAM7---GRE01,W,GRE,Greece,Greece,Water Polo,WPO,Women,13
WPOWTEAM7---HUN01,W,HUN,Hungary,Hungary,Water Polo,WPO,Women,13
WPOWTEAM7---ITA01,W,ITA,Italy,Italy,Water Polo,WPO,Women,13
WPOWTEAM7---NED01,W,NED,Netherlands,Netherlands,Water Polo,WPO,Women,13
WPOWTEAM7---USA01,W,USA,United States,United States of America,Water Polo,WPO,Women,13
