code,team_gender,country_code,country,country_long,discipline,disciplines_code,events,num_athletes
FENWTEAMEPEECHN01,W,CHN,China,People's Republic of China,Fencing,FEN,Women's Épée Team,4
FENWTEAMEPEEEGY01,W,EGY,Egypt,Egypt,Fencing,FEN,Women's Épée Team,4
FENWTEAMEPEEFRA01,W,FRA,France,France,Fencing,FEN,Women's Épée Team,4
FENWTEAMEPEEITA01,W,ITA,Italy,Italy,Fencing,FEN,Women's Épée Team,4
FENWTEAMEPEEKOR01,W,KOR,Korea,Republic of Korea,Fencing,FEN,Women's Épée Team,4
FENWTEAMEPEEPOL01,W,POL,Poland,Poland,Fencing,FEN,Women's Épée Team,4
FENWTEAMEPEEUKR01,W,UKR,Ukraine,Ukraine,Fencing,FEN,Women's Épée Team,4
FENWTEAMEPEEUSA01,W,USA,United States,United States of America,Fencing,FEN,Women's Épée Team,4
FENWTEAMFOILCAN01,W,CAN,Canada,Canada,Fencing,FEN,Women's Foil Team,4
FENWTEAMFOILCHN01,W,CHN,China,People's Republic of China,Fencing,FEN,Women's Foil Team,4
FENWTEAMFOILEGY01,W,EGY,Egypt,Egypt,Fencing,FEN,Women's Foil Team,4
FENWTEAMFOILFRA01,W,FRA,France,France,Fencing,FEN,Women's Foil Team,4
FENWTEAMFOILITA01,W,ITA,Italy,Italy,Fencing,FEN,Women's Foil Team,4
FENWTEAMFOILJPN01,W,JPN,Japan,Japan,Fencing,FEN,Women's Foil Team,4
FENWTEAMFOILPOL01,W,POL,Poland,Poland,Fencing,FEN,Women's Foil Team,4
FENWTEAMFOILUSA01,W,USA,United States,United States of America,Fencing,FEN,Women's Foil Team,4
FENWTEAMSABRALG01,W,ALG,Algeria,Algeria,Fencing,FEN,Women's Sabre Team,4
FENWTEAMSABRFRA01,W,FRA,France,France,Fencing,FEN,Women's Sabre Team,4
FENWTEAMSABRHUN01,W,HUN,Hungary,Hungary,Fencing,FEN,Women's Sabre Team,4
FENWTEAMSABRITA01,W,ITA,Italy,Italy,Fencing,FEN,Women's Sabre Team,4
FENWTEAMSABRJPN01,W,JPN,Japan,Japan,Fencing,FEN,Women's Sabre Team,4
FENWTEAMSABRKOR01,W,KOR,Korea,Republic of Korea,Fencing,FEN,Women's Sabre Team,4
FENWTEAMSABRUKR01,W,UKR,Ukraine,Ukraine,Fencing,FEN,Women's Sabre Team,4
FENWTEAMSABRUSA01,W,USA,United States,United States of America,Fencing,FEN,Women's Sabre Team,4
GARMTEAM----CAN01,M,CAN,Canada,Canada,Artistic Gymnastics,GAR,Men's Team,5
GARMTEAM----CHN01,M,CHN,China,People's Republic of China,Artistic Gymnastics,GAR,Men's Team,5
GARMTEAM----ESP01,M,ESP,Spain,Spain,Artistic Gymnastics,GAR,Men's Team,5
GARMTEAM----GBR01,M,GBR,Great Britain,Great Britain,Artistic Gymnastics,GAR,Men's Team,5
GARMTEAM----GER01,M,GER,Germany,Germany,Artistic Gymnastics,GAR,Men's Team,5
GARMTEAM----ITA01,M,ITA,Italy,Italy,Artistic Gymnastics,GAR,Men's Team,5
GARMTEAM----JPN01,M,JPN,Japan,Japan,Artistic Gymnastics,GAR,Men's Team,5
GARMTEAM----NED01,M,NED,Netherlands,Netherlands,Artistic Gymnastics,GAR,Men's Team,5
GARMTEAM----SUI01,M,SUI,Switzerland,Switzerland,Artistic Gymnastics,GAR,Men's Team,5
GARMTEAM----TUR01,M,TUR,Türkiye,Türkiye,Artistic Gymnastics,GAR,Men's Team,5
GARMTEAM----UKR01,M,UKR,Ukraine,Ukraine,Artistic Gymnastics,GAR,Men's Team,5
GARMTEAM----USA01,M,USA,United States,United States of America,Artistic Gymnastics,GAR,Men's Team,5
GARWTEAM----AUS01,W,AUS,Australia,Australia,Artistic Gymnastics,GAR,Women's Team,5
GARWTEAM----BRA01,W,BRA,Brazil,Brazil,Artistic Gymnastics,GAR,Women's Team,5
GARWTEAM----CAN01,W,CAN,Canada,Canada,Artistic Gymnastics,GAR,Women's Team,5
GARWTEAM----CHN01,W,CHN,China,People's Republic of China,Artistic Gymnastics,GAR,Women's Team,5
GARWTEAM----FRA01,W,FRA,France,France,Artistic Gymnastics,GAR,Women's Team,5
GARWTEAM----GBR01,W,GBR,Great Britain,Great Britain,Artistic Gymnastics,GAR,Women's Team,5
GARWTEAM----ITA01,W,ITA,Italy,Italy,Artistic Gymnastics,GAR,Women's Team,5
GARWTEAM----JPN01,W,JPN,Japan,Japan,Artistic Gymnastics,GAR,Women's Team,4
GARWTEAM----KOR01,W,KOR,Korea,Republic of Korea,Artistic Gymnastics,GAR,Women's Team,5
GARWTEAM----NED01,W,NED,Netherlands,Netherlands,Artistic Gymnastics,GAR,Women's Team,5
GARWTEAM----ROU01,W,ROU,Romania,Romania,Artistic Gymnastics,GAR,Women's Team,5
GARWTEAM----USA01,W,USA,United States,United States of America,Artistic Gymnastics,GAR,Women's Team,5
GRYW5AA-----AUS01,W,AUS,Australia,Australia,Rhythmic Gymnastics,GRY,Group All-Around,5
GRYW5AA-----AZE01,W,AZE,Azerbaijan,Azerbaijan,Rhythmic Gymnastics,GRY,Group All-Around,5
GRYW5AA-----BRA01,W,BRA,Brazil,Brazil,Rhythmic Gymnastics,GRY,Group All-Around,5
GRYW5AA-----BUL01,W,BUL,Bulgaria,Bulgaria,Rhythmic Gymnastics,GRY,Group All-Around,5
GRYW5AA-----CHN01,W,CHN,China,People's Republic of China,Rhythmic Gymnastics,GRY,Group All-Around,5
GRYW5AA-----EGY01,W,EGY,Egypt,Egypt,Rhythmic Gymnastics,GRY,Group All-Around,5
GRYW5AA-----ESP01,W,ESP,Spain,Spain,Rhythmic Gymnastics,GRY,Group All-Around,5
GRYW5AA-----FRA01,W,FRA,France,France,Rhythmic Gymnastics,GRY,Group All-Around,5
GRYW5AA-----GER01,W,GER,Germany,Germany,Rhythmic Gymnastics,GRY,Group All-Around,5
GRYW5AA-----ISR01,W,ISR,Israel,Israel,Rhythmic Gymnastics,GRY,Group All-Around,5
GRYW5AA-----ITA01,W,ITA,Italy,Italy,Rhythmic Gymnastics,GRY,Group All-Around,5
GRYW5AA-----MEX01,W,MEX,Mexico,Mexico,Rhythmic Gymnastics,GRY,Group All-Around,5
GRYW5AA-----UKR01,W,UKR,Ukraine,Ukraine,Rhythmic Gymnastics,GRY,Group All-Around,5
GRYW5AA-----UZB01,W,UZB,Uzbekistan,Uzbekistan,Rhythmic Gymnastics,GRY,Group All-Around,5
HBLMTEAM7---ARG01,M,ARG,Argentina,Argentina,Handball,HBL,Men,15
HBLMTEAM7---CRO01,M,CRO,Croatia,Croatia,Handball,HBL,Men,14
HBLMTEAM7---DEN01,M,DEN,Denmark,Denmark,Handball,HBL,Men,16
HBLMTEAM7---EGY01,M,EGY,Egypt,Egypt,Handball,HBL,Men,15
HBLMTEAM7---ESP01,M,ESP,Spain,Spain,Handball,HBL,Men,15
HBLMTEAM7---FRA01,M,FRA,France,France,Handball,HBL,Men,16
HBLMTEAM7---GER01,M,GER,Germany,Germany,Handball,HBL,Men,16
HBLMTEAM7---HUN01,M,HUN,Hungary,Hungary,Handball,HBL,Men,17
HBLMTEAM7---JPN01,M,JPN,Japan,Japan,Handball,HBL,Men,14
HBLMTEAM7---NOR01,M,NOR,Norway,Norway,Handball,HBL,Men,14
HBLMTEAM7---SLO01,M,SLO,Slovenia,Slovenia,Handball,HBL,Men,17
HBLMTEAM7---SWE01,M,SWE,Sweden,Sweden,Handball,HBL,Men,16
HBLWTEAM7---ANG01,W,ANG,Angola,Angola,Handball,HBL,Women,14
HBLWTEAM7---BRA01,W,BRA,Brazil,Brazil,Handball,HBL,Women,16
HBLWTEAM7---DEN01,W,DEN,Denmark,Denmark,Handball,HBL,Women,15
HBLWTEAM7---ESP01,W,ESP,Spain,Spain,Handball,HBL,Women,15
HBLWTEAM7---FRA01,W,FRA,France,France,Handball,HBL,Women,17
HBLWTEAM7---GER01,W,GER,Germany,Germany,Handball,HBL,Women,14
HBLWTEAM7---HUN01,W,HUN,Hungary,Hungary,Handball,HBL,Women,17
HBLWTEAM7---KOR01,W,KOR,Korea,Republic of Korea,Handball,HBL,Women,14
HBLWTEAM7---NED01,W,NED,Netherlands,Netherlands,Handball,HBL,Women,14
HBLWTEAM7---NOR01,W,NOR,Norway,Norway,Handball,HBL,Women,15
HBLWTEAM7---SLO01,W,SLO,Slovenia,Slovenia,Handball,HBL,Women,15
HBLWTEAM7---SWE01,W,SWE,Sweden,Sweden,Handball,HBL,Women,15
HOCMTEAM11--ARG01,M,ARG,Argentina,Argentina,Hockey,HOC,Men,18
HOCMTEAM11--AUS01,M,AUS,Australia,Australia,Hockey,HOC,Men,17
HOCMTEAM11--BEL01,M,BEL,Belgium,Belgium,Hockey,HOC,Men,19
HOCMTEAM11--ESP01,M,ESP,Spain,Spain,Hockey,HOC,Men,18
HOCMTEAM11--FRA01,M,FRA,France,France,Hockey,HOC,Men,18
HOCMTEAM11--GBR01,M,GBR,Great Britain,Great Britain,Hockey,HOC,Men,18
HOCMTEAM11--GER01,M,GER,Germany,Germany,Hockey,HOC,Men,18
HOCMTEAM11--IND01,M,IND,India,India,Hockey,HOC,Men,16
HOCMTEAM11--IRL01,M,IRL,Ireland,Ireland,Hockey,HOC,Men,17
HOCMTEAM11--NED01,M,NED,Netherlands,Netherlands,Hockey,HOC,Men,18
HOCMTEAM11--NZL01,M,NZL,New Zealand,New Zealand,Hockey,HOC,Men,19
HOCMTEAM11--RSA01,M,RSA,South Africa,South Africa,Hockey,HOC,Men,16
HOCWTEAM11--ARG01,W,ARG,Argentina,Argentina,Hockey,HOC,Women,16
HOCWTEAM11--AUS01,W,AUS,Australia,Australia,Hockey,HOC,Women,18
HOCWTEAM11--BEL01,W,BEL,Belgium,Belgium,Hockey,HOC,Women,19
HOCWTEAM11--CHN01,W,CHN,China,People's Republic of China,Hockey,HOC,Women,17
HOCWTEAM11--ESP01,W,ESP,Spain,Spain,Hockey,HOC,Women,16
HOCWTEAM11--FRA01,W,FRA,France,France,Hockey,HOC,Women,17
HOCWTEAM11--GBR01,W,GBR,Great Britain,Great Britain,Hockey,HOC,Women,16
HOCWTEAM11--GER01,W,GER,Germany,Germany,Hockey,HOC,Women,18
HOCWTEAM11--JPN01,W,JPN,Japan,Japan,Hockey,HOC,Women,16
HOCWTEAM11--NED01,W,NED,Netherlands,Netherlands,Hockey,HOC,Women,17
HOCWTEAM11--RSA01,W,RSA,South Africa,South Africa,Hockey,HOC,Women,17
HOCWTEAM11--USA01,W,USA,United States,United States of America,Hockey,HOC,Women,16
JUDXTEAM6---AUT01,X,AUT,Austria,Austria,Judo,JUD,Mixed Team,6
JUDXTEAM6---BRA01,X,BRA,Brazil,Brazil,Judo,JUD,Mixed Team,10
JUDXTEAM6---CAN01,X,CAN,Canada,Canada,Judo,JUD,Mixed Team,7
JUDXTEAM6---EOR01,X,EOR,EOR,Refugee Olympic Team,Judo,JUD,Mixed Team,6
JUDXTEAM6---ESP01,X,ESP,Spain,Spain,Judo,JUD,Mixed Team,8
JUDXTEAM6---FRA01,X,FRA,France,France,Judo,JUD,Mixed Team,14
JUDXTEAM6---GEO01,X,GEO,Georgia,Georgia,Judo,JUD,Mixed Team,9
JUDXTEAM6---GER01,X,GER,Germany,Germany,Judo,JUD,Mixed Team,10
JUDXTEAM6---HUN01,X,HUN,Hungary,Hungary,Judo,JUD,Mixed Team,7
JUDXTEAM6---ISR01,X,ISR,Israel,Israel,Judo,JUD,Mixed Team,12
JUDXTEAM6---ITA01,X,ITA,Italy,Italy,Judo,JUD,Mixed Team,13
JUDXTEAM6---JPN01,X,JPN,Japan,Japan,Judo,JUD,Mixed Team,14
JUDXTEAM6---KAZ01,X,KAZ,Kazakhstan,Kazakhstan,Judo,JUD,Mixed Team,8
JUDXTEAM6---KOR01,X,KOR,Korea,Republic of Korea,Judo,JUD,Mixed Team,11
JUDXTEAM6---MGL01,X,MGL,Mongolia,Mongolia,Judo,JUD,Mixed Team,10
JUDXTEAM6---NED01,X,NED,Netherlands,Netherlands,Judo,JUD,Mixed Team,10
JUDXTEAM6---SRB01,X,SRB,Serbia,Serbia,Judo,JUD,Mixed Team,6
JUDXTEAM6---TUR01,X,TUR,Türkiye,Türkiye,Judo,JUD,Mixed Team,8
JUDXTEAM6---UZB01,X,UZB,Uzbekistan,Uzbekistan,Judo,JUD,Mixed Team,12
ROWMCOXED8--AUS01,M,AUS,Australia,Australia,Rowing,ROW,Men's Eight,9
ROWMCOXED8--GBR01,M,GBR,Great Britain,Great Britain,Rowing,ROW,Men's Eight,9
ROWMCOXED8--GER01,M,GER,Germany,Germany,Rowing,ROW,Men's Eight,9
ROWMCOXED8--ITA01,M,ITA,Italy,Italy,Rowing,ROW,Men's Eight,9
ROWMCOXED8--NED01,M,NED,Netherlands,Netherlands,Rowing,ROW,Men's Eight,9
ROWMCOXED8--ROU01,M,ROU,Romania,Romania,Rowing,ROW,Men's Eight,9
ROWMCOXED8--USA01,M,USA,United States,United States of America,Rowing,ROW,Men's Eight,9
ROWMNOCOX2--AUS01,M,AUS,Australia,Australia,Rowing,ROW,Men's Pair,2
ROWMNOCOX2--CRO01,M,CRO,Croatia,Croatia,Rowing,ROW,Men's Pair,2
ROWMNOCOX2--ESP01,M,ESP,Spain,Spain,Rowing,ROW,Men's Pair,2
ROWMNOCOX2--GBR01,M,GBR,Great Britain,Great Britain,Rowing,ROW,Men's Pair,2
ROWMNOCOX2--GER01,M,GER,Germany,Germany,Rowing,ROW,Men's Pair,2
ROWMNOCOX2--IRL01,M,IRL,Ireland,Ireland,Rowing,ROW,Men's Pair,2
ROWMNOCOX2--ITA01,M,ITA,Italy,Italy,Rowing,ROW,Men's Pair,2
ROWMNOCOX2--LTU01,M,LTU,Lithuania,Lithuania,Rowing,ROW,Men's Pair,2
ROWMNOCOX2--NZL01,M,NZL,New Zealand,New Zealand,Rowing,ROW,Men's Pair,2
ROWMNOCOX2--ROU01,M,ROU,Romania,Romania,Rowing,ROW,Men's Pair,2
ROWMNOCOX2--RSA01,M,RSA,South Africa,South Africa,Rowing,ROW,Men's Pair,2
ROWMNOCOX2--SUI01,M,SUI,Switzerland,Switzerland,Rowing,ROW,Men's Pair,2
ROWMNOCOX2--USA01,M,USA,United States,United States of America,Rowing,ROW,Men's Pair,2
ROWMNOCOX4--AUS01,M,AUS,Australia,Australia,Rowing,ROW,Men's Four,4
ROWMNOCOX4--FRA01,M,FRA,France,France,Rowing,ROW,Men's Four,4
ROWMNOCOX4--GBR01,M,GBR,Great Britain,Great Britain,Rowing,ROW,Men's Four,4
ROWMNOCOX4--ITA01,M,ITA,Italy,Italy,Rowing,ROW,Men's Four,4
ROWMNOCOX4--NED01,M,NED,Netherlands,Netherlands,Rowing,ROW,Men's Four,4
ROWMNOCOX4--NZL01,M,NZL,New Zealand,New Zealand,Rowing,ROW,Men's Four,4
ROWMNOCOX4--ROU01,M,ROU,Romania,Romania,Rowing,ROW,Men's Four,4
ROWMNOCOX4--SUI01,M,SUI,Switzerland,Switzerland,Rowing,ROW,Men's Four,4
ROWMNOCOX4--USA01,M,USA,United States,United States of America,Rowing,ROW,Men's Four,4
ROWMSCULL2--CHN01,M,CHN,China,People's Republic of China,Rowing,ROW,Men's Double Sculls,2
ROWMSCULL2--CRO01,M,CRO,Croatia,Croatia,Rowing,ROW,Men's Double Sculls,2
ROWMSCULL2--ESP01,M,ESP,Spain,Spain,Rowing,ROW,Men's Double Sculls,2
ROWMSCULL2--FRA01,M,FRA,France,France,Rowing,ROW,Men's Double Sculls,2
ROWMSCULL2--GER01,M,GER,Germany,Germany,Rowing,ROW,Men's Double Sculls,2
ROWMSCULL2--IRL01,M,IRL,Ireland,Ireland,Rowing,ROW,Men's Double Sculls,2
ROWMSCULL2--ITA01,M,ITA,Italy,Italy,Rowing,ROW,Men's Double Sculls,2
ROWMSCULL2-LARG01,M,ARG,Argentina,Argentina,Rowing,ROW,Lightweight Men's Double Sculls,2
ROWMSCULL2-LBEL01,M,BEL,Belgium,Belgium,Rowing,ROW,Lightweight Men's Double Sculls,2
ROWMSCULL2-LCHI01,M,CHI,Chile,Chile,Rowing,ROW,Lightweight Men's Double Sculls,2
ROWMSCULL2-LCZE01,M,CZE,Czechia,Czechia,Rowing,ROW,Lightweight Men's Double Sculls,2
ROWMSCULL2-LEGY01,M,EGY,Egypt,Egypt,Rowing,ROW,Lightweight Men's Double Sculls,2
ROWMSCULL2-LESP01,M,ESP,Spain,Spain,Rowing,ROW,Lightweight Men's Double Sculls,2
ROWMSCULL2-LFRA01,M,FRA,France,France,Rowing,ROW,Lightweight Men's Double Sculls,2
ROWMSCULL2-LGRE01,M,GRE,Greece,Greece,Rowing,ROW,Lightweight Men's Double Sculls,2
ROWMSCULL2-LIRL01,M,IRL,Ireland,Ireland,Rowing,ROW,Lightweight Men's Double Sculls,2
ROWMSCULL2-LITA01,M,ITA,Italy,Italy,Rowing,ROW,Lightweight Men's Double Sculls,2
ROWMSCULL2-LJPN01,M,JPN,Japan,Japan,Rowing,ROW,Lightweight Men's Double Sculls,2
ROWMSCULL2-LMEX01,M,MEX,Mexico,Mexico,Rowing,ROW,Lightweight Men's Double Sculls,2
ROWMSCULL2-LNOR01,M,NOR,Norway,Norway,Rowing,ROW,Lightweight Men's Double Sculls,2
ROWMSCULL2-LSUI01,M,SUI,Switzerland,Switzerland,Rowing,ROW,Lightweight Men's Double Sculls,2
ROWMSCULL2-LUKR01,M,UKR,Ukraine,Ukraine,Rowing,ROW,Lightweight Men's Double Sculls,2
ROWMSCULL2-LUZB01,M,UZB,Uzbekistan,Uzbekistan,Rowing,ROW,Lightweight Men's Double Sculls,2
ROWMSCULL2--NED01,M,NED,Netherlands,Netherlands,Rowing,ROW,Men's Double Sculls,2
ROWMSCULL2--NOR01,M,NOR,Norway,Norway,Rowing,ROW,Men's Double Sculls,2
ROWMSCULL2--NZL01,M,NZL,New Zealand,New Zealand,Rowing,ROW,Men's Double Sculls,2
ROWMSCULL2--ROU01,M,ROU,Romania,Romania,Rowing,ROW,Men's Double Sculls,2
ROWMSCULL2--SRB01,M,SRB,Serbia,Serbia,Rowing,ROW,Men's Double Sculls,2
ROWMSCULL2--USA01,M,USA,United States,United States of America,Rowing,ROW,Men's Double Sculls,2
ROWMSCULL4--EST01,M,EST,Estonia,Estonia,Rowing,ROW,Men's Quadruple Sculls,4
ROWMSCULL4--GBR01,M,GBR,Great Britain,Great Britain,Rowing,ROW,Men's Quadruple Sculls,4
ROWMSCULL4--GER01,M,GER,Germany,Germany,Rowing,ROW,Men's Quadruple Sculls,4
ROWMSCULL4--ITA01,M,ITA,Italy,Italy,Rowing,ROW,Men's Quadruple Sculls,4
ROWMSCULL4--NED01,M,NED,Netherlands,Netherlands,Rowing,ROW,Men's Quadruple Sculls,4
ROWMSCULL4--NOR01,M,NOR,Norway,Norway,Rowing,ROW,Men's Quadruple Sculls,4
ROWMSCULL4--POL01,M,POL,Poland,Poland,Rowing,ROW,Men's Quadruple Sculls,4
ROWMSCULL4--ROU01,M,ROU,Romania,Romania,Rowing,ROW,Men's Quadruple Sculls,4
ROWMSCULL4--SUI01,M,SUI,Switzerland,Switzerland,Rowing,ROW,Men's Quadruple Sculls,4
ROWWCOXED8--AUS01,W,AUS,Australia,Australia,Rowing,ROW,Women's Eight,9
ROWWCOXED8--CAN01,W,CAN,Canada,Canada,Rowing,ROW,Women's Eight,9
ROWWCOXED8--DEN01,W,DEN,Denmark,Denmark,Rowing,ROW,Women's Eight,9
ROWWCOXED8--GBR01,W,GBR,Great Britain,Great Britain,Rowing,ROW,Women's Eight,9
ROWWCOXED8--ITA01,W,ITA,Italy,Italy,Rowing,ROW,Women's Eight,9
ROWWCOXED8--ROU01,W,ROU,Romania,Romania,Rowing,ROW,Women's Eight,9
ROWWCOXED8--USA01,W,USA,United States,United States of America,Rowing,ROW,Women's Eight,9
ROWWNOCOX2--AUS01,W,AUS,Australia,Australia,Rowing,ROW,Women's Pair,2
ROWWNOCOX2--CHI01,W,CHI,Chile,Chile,Rowing,ROW,Women's Pair,2
ROWWNOCOX2--CZE01,W,CZE,Czechia,Czechia,Rowing,ROW,Women's Pair,2
ROWWNOCOX2--DEN01,W,DEN,Denmark,Denmark,Rowing,ROW,Women's Pair,2
ROWWNOCOX2--ESP01,W,ESP,Spain,Spain,Rowing,ROW,Women's Pair,2
ROWWNOCOX2--GBR01,W,GBR,Great Britain,Great Britain,Rowing,ROW,Women's Pair,2
ROWWNOCOX2--GRE01,W,GRE,Greece,Greece,Rowing,ROW,Women's Pair,2
ROWWNOCOX2--IRL01,W,IRL,Ireland,Ireland,Rowing,ROW,Women's Pair,2
ROWWNOCOX2--LTU01,W,LTU,Lithuania,Lithuania,Rowing,ROW,Women's Pair,2
ROWWNOCOX2--NED01,W,NED,Netherlands,Netherlands,Rowing,ROW,Women's Pair,2
ROWWNOCOX2--NZL01,W,NZL,New Zealand,New Zealand,Rowing,ROW,Women's Pair,2
ROWWNOCOX2--ROU01,W,ROU,Romania,Romania,Rowing,ROW,Women's Pair,2
ROWWNOCOX2--USA01,W,USA,United States,United States of America,Rowing,ROW,Women's Pair,2
ROWWNOCOX4--AUS01,W,AUS,Australia,Australia,Rowing,ROW,Women's Four,4
ROWWNOCOX4--CHN01,W,CHN,China,People's Republic of China,Rowing,ROW,Women's Four,4
ROWWNOCOX4--DEN01,W,DEN,Denmark,Denmark,Rowing,ROW,Women's Four,4
ROWWNOCOX4--GBR01,W,GBR,Great Britain,Great Britain,Rowing,ROW,Women's Four,4
ROWWNOCOX4--IRL01,W,IRL,Ireland,Ireland,Rowing,ROW,Women's Four,4
ROWWNOCOX4--NED01,W,NED,Netherlands,Netherlands,Rowing,ROW,Women's Four,4
ROWWNOCOX4--NZL01,W,NZL,New Zealand,New Zealand,Rowing,ROW,Women's Four,4
ROWWNOCOX4--ROU01,W,ROU,Romania,Romania,Rowing,ROW,Women's Four,4
ROWWNOCOX4--USA01,W,USA,United States,United States of America,Rowing,ROW,Women's Four,4
ROWWSCULL2--AUS01,W,AUS,Australia,Australia,Rowing,ROW,Women's Double Sculls,2
ROWWSCULL2--CHN01,W,CHN,China,People's Republic of China,Rowing,ROW,Women's Double Sculls,2
ROWWSCULL2--CZE01,W,CZE,Czechia,Czechia,Rowing,ROW,Women's Double Sculls,2
ROWWSCULL2--FRA01,W,FRA,France,France,Rowing,ROW,Women's Double Sculls,2
ROWWSCULL2--GBR01,W,GBR,Great Britain,Great Britain,Rowing,ROW,Women's Double Sculls,2
ROWWSCULL2--IRL01,W,IRL,Ireland,Ireland,Rowing,ROW,Women's Double Sculls,2
ROWWSCULL2--ITA01,W,ITA,Italy,Italy,Rowing,ROW,Women's Double Sculls,2
ROWWSCULL2-LARG01,W,ARG,Argentina,Argentina,Rowing,ROW,Lightweight Women's Double Sculls,2
ROWWSCULL2-LAUT01,W,AUT,Austria,Austria,Rowing,ROW,Lightweight Women's Double Sculls,2
ROWWSCULL2-LCAN01,W,CAN,Canada,Canada,Rowing,ROW,Lightweight Women's Double Sculls,2
ROWWSCULL2-LCHN01,W,CHN,China,People's Republic of China,Rowing,ROW,Lightweight Women's Double Sculls,2
ROWWSCULL2-LFRA01,W,FRA,France,France,Rowing,ROW,Lightweight Women's Double Sculls,2
ROWWSCULL2-LGBR01,W,GBR,Great Britain,Great Britain,Rowing,ROW,Lightweight Women's Double Sculls,2
ROWWSCULL2-LGRE01,W,GRE,Greece,Greece,Rowing,ROW,Lightweight Women's Double Sculls,2
ROWWSCULL2-LIRI01,W,IRI,IR Iran,Islamic Republic of Iran,Rowing,ROW,Lightweight Women's Double Sculls,2
ROWWSCULL2-LIRL01,W,IRL,Ireland,Ireland,Rowing,ROW,Lightweight Women's Double Sculls,2
ROWWSCULL2-LJPN01,W,JPN,Japan,Japan,Rowing,ROW,Lightweight Women's Double Sculls,2
ROWWSCULL2-LNZL01,W,NZL,New Zealand,New Zealand,Rowing,ROW,Lightweight Women's Double Sculls,2
ROWWSCULL2-LPER01,W,PER,Peru,Peru,Rowing,ROW,Lightweight Women's Double Sculls,2
ROWWSCULL2-LPOL01,W,POL,Poland,Poland,Rowing,ROW,Lightweight Women's Double Sculls,2
ROWWSCULL2-LROU01,W,ROU,Romania,Romania,Rowing,ROW,Lightweight Women's Double Sculls,2
ROWWSCULL2--LTU01,W,LTU,Lithuania,Lithuania,Rowing,ROW,Women's Double Sculls,2
ROWWSCULL2-LTUN01,W,TUN,Tunisia,Tunisia,Rowing,ROW,Lightweight Women's Double Sculls,2
ROWWSCULL2-LUSA01,W,USA,United States,United States of America,Rowing,ROW,Lightweight Women's Double Sculls,2
ROWWSCULL2--NED01,W,NED,Netherlands,Netherlands,Rowing,ROW,Women's Double Sculls,2
ROWWSCULL2--NOR01,W,NOR,Norway,Norway,Rowing,ROW,Women's Double Sculls,2
ROWWSCULL2--NZL01,W,NZL,New Zealand,New Zealand,Rowing,ROW,Women's Double Sculls,2
ROWWSCULL2--ROU01,W,ROU,Romania,Romania,Rowing,ROW,Women's Double Sculls,2
ROWWSCULL2--USA01,W,USA,United States,United States of America,Rowing,ROW,Women's Double Sculls,2
ROWWSCULL4--AUS01,W,AUS,Australia,Australia,Rowing,ROW,Women's Quadruple Sculls,4
ROWWSCULL4--CHN01,W,CHN,China,People's Republic of China,Rowing,ROW,Women's Quadruple Sculls,4
ROWWSCULL4--GBR01,W,GBR,Great Britain,Great Britain,Rowing,ROW,Women's Quadruple Sculls,4
ROWWSCULL4--GER01,W,GER,Germany,Germany,Rowing,ROW,Women's Quadruple Sculls,4
ROWWSCULL4--NED01,W,NED,Netherlands,Netherlands,Rowing,ROW,Women's Quadruple Sculls,4
ROWWSCULL4--ROU01,W,ROU,Romania,Romania,Rowing,ROW,Women's Quadruple Sculls,4
ROWWSCULL4--SUI01,W,SUI,Switzerland,Switzerland,Rowing,ROW,Women's Quadruple Sculls,4
ROWWSCULL4--UKR01,W,UKR,Ukraine,Ukraine,Rowing,ROW,Women's Quadruple Sculls,4
ROWWSCULL4--USA01,W,USA,United States,United States of America,Rowing,ROW,Women's Quadruple Sculls,4
RU7MTEAM7---ARG01,M,ARG,Argentina,Argentina,Rugby Sevens,RU7,Men,14
RU7MTEAM7---AUS01,M,AUS,Australia,Australia,Rugby Sevens,RU7,Men,12
RU7MTEAM7---FIJ01,M,FIJ,Fiji,Fiji,Rugby Sevens,RU7,Men,14
RU7MTEAM7---FRA01,M,FRA,France,France,Rugby Sevens,RU7,Men,13
RU7MTEAM7---IRL01,M,IRL,Ireland,Ireland,Rugby Sevens,RU7,Men,14
RU7MTEAM7---JPN01,M,JPN,Japan,Japan,Rugby Sevens,RU7,Men,13
RU7MTEAM7---KEN01,M,KEN,Kenya,Kenya,Rugby Sevens,RU7,Men,13
RU7MTEAM7---NZL01,M,NZL,New Zealand,New Zealand,Rugby Sevens,RU7,Men,13
RU7MTEAM7---RSA01,M,RSA,South Africa,South Africa,Rugby Sevens,RU7,Men,13
RU7MTEAM7---SAM01,M,SAM,Samoa,Samoa,Rugby Sevens,RU7,Men,12
RU7MTEAM7---URU01,M,URU,Uruguay,Uruguay,Rugby Sevens,RU7,Men,14
RU7MTEAM7---USA01,M,USA,United States,United States of America,Rugby Sevens,RU7,Men,14
RU7WTEAM7---AUS01,W,AUS,Australia,Australia,Rugby Sevens,RU7,Women,13
RU7WTEAM7---BRA01,W,BRA,Brazil,Brazil,Rugby Sevens,RU7,Women,14
RU7WTEAM7---CAN01,W,CAN,Canada,Canada,Rugby Sevens,RU7,Women,14
RU7WTEAM7---CHN01,W,CHN,China,People's Republic of China,Rugby Sevens,RU7,Women,14
RU7WTEAM7---FIJ01,W,FIJ,Fiji,Fiji,Rugby Sevens,RU7,Women,13
