athlets_code,name,name_short,name_tv,gender,country_code,country_long,disciplines,events
1948945,ATANASIJEVIC Aleksandar,ATANASIJEVIC A,ATANASIJEVIC,Male,SRB,Serbia,['Volleyball'],['Men']
1948949,IVOVIC Marko,IVOVIC M,IVOVIC,Male,SRB,Serbia,['Volleyball'],['Men']
1948950,JOVOVIC Nikola,JOVOVIC N,JOVOVIC,Male,SRB,Serbia,['Volleyball'],['Men']
1948951,KAPUR Milorad,KAPUR M,KAPUR,Male,SRB,Serbia,['Volleyball'],['Men']
1948953,KOVACEVIC Uros,KOVACEVIC U,KOVACEVIC,Male,SRB,Serbia,['Volleyball'],['Men']
1948954,KRSMANOVIC Petar,KRSMANOVIC P,KRSMANOVIC,Male,SRB,Serbia,['Volleyball'],['Men']
1948955,KUJUNDZIC Miran,KUJUNDZIC M,KUJUNDZIC,Male,SRB,Serbia,['Volleyball'],['Men']
1948956,LUBURIC Drazen,LUBURIC D,LUBURIC,Male,SRB,Serbia,['Volleyball'],['Men']
1948958,MASULOVIC Nemanja,MASULOVIC N,MASULOVI N,Male,SRB,Serbia,['Volleyball'],['Men']
1948962,NEDELJKOVIC Aleksandar,NEDELJKOVIC A,NEDELJKOVIC,Male,SRB,Serbia,['Volleyball'],['Men']
1948965,PERIC Pavle,PERIC P,PERIC,Male,SRB,Serbia,['Volleyball'],['Men']
1948968,PODRASCANIN Marko,PODRASCANIN M,PODRASCANIN,Male,SRB,Serbia,['Volleyball'],['Men']
1948972,TODOROVIC Vuk,TODOROVIC V,TODOROVIC,Male,SRB,Serbia,['Volleyball'],['Men']
1948987,CABALLERO Gustavo,CABALLERO G,Gustavo CABALLERO,Male,PAR,Paraguay,['Football'],['Men']
1949004,IRFANALUTHFI Rifda,IRFANALUTHFI R,Rifda IRFANALUTHFI,Female,INA,Indonesia,['Artistic Gymnastics'],"['Women', ""Women's Uneven Bars""]"
1949020,ALEKSIC Maja,ALEKSIC M,ALEKSIC,Female,SRB,Serbia,['Volleyball'],['Women']
1949022,BOSKOVIC Tijana,BOSKOVIC T,BOSKOVIC,Female,SRB,Serbia,['Volleyball'],['Women']
1949024,BUSA Bianka,BUSA B,BUSA,Female,SRB,Serbia,['Volleyball'],['Women']
1949026,DRCA Bojana,DRCA B,DRCA,Female,SRB,Serbia,['Volleyball'],['Women']
1949035,KURTAGIC Hena,KURTAGIC H,KURTAGIC,Female,SRB,Serbia,['Volleyball'],['Women']
1949036,LAZOVIC Katarina,LAZOVIC K,LAZOVIC,Female,SRB,Serbia,['Volleyball'],['Women']
1949037,LOZO Sara,LOZO S,LOZO,Female,SRB,Serbia,['Volleyball'],['Women']
1949042,MILENKOVIC Bojana,MILENKOVIC B,MILENKOVIC,Female,SRB,Serbia,['Volleyball'],['Women']
1949045,OGNJENOVIC Maja,OGNJENOVIC M,OGNJENOVIC,Female,SRB,Serbia,['Volleyball'],['Women']
1949050,POPOVIC Silvija,POPOVIC S,POPOVIC S,Female,SRB,Serbia,['Volleyball'],['Women']
1949051,POPOVIC Mina,POPOVIC M,POPOVIC M,Female,SRB,Serbia,['Volleyball'],['Women']
1949054,STEVANOVIC Jovana,STEVANOVIC J,STEVANOVIC,Female,SRB,Serbia,['Volleyball'],['Women']
1949058,UZELAC Aleksandra,UZELAC A,UZELAC,Female,SRB,Serbia,['Volleyball'],['Women']
1949290,CREVAR Anja,CREVAR A,Anja CREVAR,Female,SRB,Serbia,['Swimming'],"[""Women's 200m Butterfly"", ""Women's 400m Individual Medley""]"
1949293,ACIN Nikola,ACIN N,Nikola ACIN,Male,SRB,Serbia,['Swimming'],"[""Men's 4 x 100m Freestyle Relay"", 'Relay Only Athlete']"
1949294,BARNA Andrej,BARNA A,Andrej BARNA,Male,SRB,Serbia,['Swimming'],"[""Men's 100m Freestyle"", ""Men's 4 x 100m Freestyle Relay"", ""Men's 50m Freestyle""]"
1949295,CVETKOV Justin,CVETKOV J,Justin CVETKOV,Male,SRB,Serbia,['Swimming'],"[""Men's 4 x 100m Freestyle Relay"", 'Relay Only Athlete']"
1949301,STJEPANOVIC Velimir,STJEPANOVIC V,Velimir STJEPANOVIC,Male,SRB,Serbia,['Swimming'],"[""Men's 100m Freestyle"", ""Men's 200m Freestyle"", ""Men's 4 x 100m Freestyle Relay""]"
1949404,PIE Bernardo,PIE B,Bernardo PIE,Male,DOM,Dominican Republic,['Taekwondo'],['Men -68kg']
1949477,SAM Olamide,SAM O,Olamide SAM,Female,SLE,Sierra Leone,['Swimming'],"[""Women's 50m Freestyle""]"
1949536,LUKMINAS Tomas,LUKMINAS T,Tomas LUKMINAS,Male,LTU,Lithuania,['Swimming'],"[""Men's 4 x 200m Freestyle Relay"", 'Relay Only Athlete']"
1949540,MEILUTYTE Ruta,MEILUTYTE R,Ruta MEILUTYTE,Female,LTU,Lithuania,['Swimming'],"[""Women's 100m Breaststroke""]"
1949642,NAVIKONIS Tomas,NAVIKONIS T,Tomas NAVIKONIS,Male,LTU,Lithuania,['Swimming'],"[""Men's 4 x 200m Freestyle Relay"", 'Relay Only Athlete']"
1949650,ANDRE Angelica,ANDRE A,Angelica ANDRE,Female,POR,Portugal,['Marathon Swimming'],"[""Women's 10km""]"
1949652,REBELO Camila,REBELO C,Camila REBELO,Female,POR,Portugal,['Swimming'],"[""Women's 200m Backstroke""]"
1949654,MATOS RIBEIRO Diogo,MATOS RIBEIRO D,Diogo MATOS RIBEIRO,Male,POR,Portugal,['Swimming'],"[""Men's 100m Butterfly"", ""Men's 100m Freestyle"", ""Men's 50m Freestyle""]"
1949669,NASCIMENTO Miguel,NASCIMENTO M,Miguel NASCIMENTO,Male,POR,Portugal,['Swimming'],"[""Men's 50m Freestyle""]"
1949673,RAPSYS Danas,RAPSYS D,Danas RAPSYS,Male,LTU,Lithuania,['Swimming'],"[""Men's 100m Freestyle"", ""Men's 200m Freestyle"", ""Men's 400m Freestyle"", ""Men's 4 x 200m Freestyle Relay""]"
1949727,SAVICKAS Aleksas,SAVICKAS A,Aleksas SAVICKAS,Male,LTU,Lithuania,['Swimming'],"[""Men's 200m Breaststroke""]"
1949731,SIDLAUSKAS Andrius,SIDLAUSKAS A,Andrius SIDLAUSKAS,Male,LTU,Lithuania,['Swimming'],"[""Men's 100m Breaststroke"", ""Men's 4 x 200m Freestyle Relay""]"
1949732,COSTA Joao,COSTA J,Joao COSTA,Male,POR,Portugal,['Swimming'],"[""Men's 100m Backstroke""]"
1949741,ECSEKI Nandor,ECSEKI N,Nandor ECSEKI,Male,HUN,Hungary,['Table Tennis'],['Mixed Doubles']
1949770,MADARASZ Dora,MADARASZ D,Dora MADARASZ,Female,HUN,Hungary,['Table Tennis'],['Mixed Doubles']
1949775,TETEREVKOVA Kotryna,TETEREVKOVA K,Kotryna TETEREVKOVA,Female,LTU,Lithuania,['Swimming'],"[""Women's 100m Breaststroke"", ""Women's 200m Breaststroke""]"
1949777,MANE Bubacar,MANE B,Bubacar MANE,Male,GBS,Guinea-Bissau,['Judo'],['Men +100 kg']
1949792,POTA Georgina,POTA G,Georgina POTA,Female,HUN,Hungary,['Table Tennis'],"[""Women's Singles""]"
1949808,CARMONA Maria,CARMONA M,Maria CARMONA,Female,NCA,Nicaragua,['Athletics'],"[""Women's 100m""]"
1949811,MONTES de OCA Angel,MONTES de OCA A,Angel MONTES de OCA,Male,DOM,Dominican Republic,['Football'],['Men']
1949834,HANFFOU Sarah,HANFFOU S,Sarah HANFFOU,Female,CMR,Cameroon,['Table Tennis'],"[""Women's Singles""]"
1949840,MARENCO Izayana,MARENCO I,Izayana MARENCO,Female,NCA,Nicaragua,['Judo'],['Women +78 kg']
1949859,PETROVAS Andrius,PETROVAS A,Andrius PETROVAS,Male,LTU,Lithuania,['Equestrian'],['Jumping Individual']
1949860,NDONG OBAMA Higinio,NDONG OBAMA H,Higinio NDONG OBAMA,Male,GEQ,Equatorial Guinea,['Swimming'],"[""Men's 50m Freestyle""]"
1949900,NGUICHIE KAMSEU KAMOGNE G. Arm,NGUICHIE KAMSEU K,Giorgio Ar. NGUICHIE KAMSEU KAMOGNE,Male,CMR,Cameroon,['Swimming'],"[""Men's 100m Freestyle""]"
1949932,MEDINA VENTURA Anabel,MEDINA VENTURA A,Anabel MEDINA VENTURA,Female,DOM,Dominican Republic,['Athletics'],['4 x 400m Relay Mixed']
1949934,SCHUTZMEIER Maria Victoria,SCHUTZMEIER MV,Maria Victoria SCHUTZMEIER,Female,NCA,Nicaragua,['Swimming'],"[""Women's 100m Butterfly""]"
1949941,HERNANDEZ Gerald,HERNANDEZ G,Gerald HERNANDEZ,Male,NCA,Nicaragua,['Swimming'],"[""Men's 200m Butterfly""]"
1949942,BOESL Enrique,BOESL E,Enrique BOESL,Male,DOM,Dominican Republic,['Football'],['Men']
1949944,NGUELO'O MABEU Grace Manuela,NGUELO'O MABEU G,Grace Manuela NGUELO'O MABEU,Female,CMR,Cameroon,['Swimming'],"[""Women's 50m Freestyle""]"
1949989,GONZALEZ JARQUIN Evidelia,GONZALEZ JARQUIN E,Evidelia GONZALEZ JARQUIN,Female,NCA,Nicaragua,['Rowing'],"[""Women's Single Sculls""]"
1949992,MESSINA Fabian,MESSINA F,Fabian MESSINA,Male,DOM,Dominican Republic,['Football'],['Men']
1950037,RESANO Candelaria,RESANO C,Candelaria RESANO,Female,NCA,Nicaragua,['Surfing'],['Women']
1950052,LOPEZ PAVON Mariel Jose,LOPEZ PAVON MJ,Mariel Jose LOPEZ PAVON,Female,NCA,Nicaragua,['Shooting'],['10m Air Rifle Women']
1950058,de la CRUZ Omar,de la CRUZ O,Omar de la CRUZ,Male,DOM,Dominican Republic,['Football'],['Men']
1950067,NISBETT Troy,NISBETT T,Troy NISBETT,Male,SKN,Saint Kitts and Nevis,['Swimming'],"[""Men's 50m Freestyle""]"
1950071,BAEZ Josue,BAEZ J,Josue BAEZ,Male,DOM,Dominican Republic,['Football'],['Men']
1950078,CHALA Vanessa,CHALA V,Vanessa CHALA,Female,ECU,Ecuador,['Judo'],['Women -78 kg']
1950099,TESFU Dolshi,TESFU D,Dolshi TESFU,Female,ERI,Eritrea,['Athletics'],"[""Women's Marathon""]"
1950102,LEMAIRE Nelson,LEMAIRE N,Nelson LEMAIRE,Male,DOM,Dominican Republic,['Football'],['Men']
1950104,ESTEBAN Maxine Isabel,ESTEBAN MI,Maxine Isabel ESTEBAN,Female,CIV,CÃ´te d'Ivoire,['Fencing'],"[""Women's Foil Individual""]"
1950107,LORENZO Nowend,LORENZO N,Nowend LORENZO,Male,DOM,Dominican Republic,['Football'],['Men']
1950119,NUNEZ Rafael,NUNEZ R,Rafael NUNEZ,Male,DOM,Dominican Republic,['Football'],['Men']
1950120,GONZALEZ Jose,GONZALEZ J,Jose GONZALEZ,Male,DOM,Dominican Republic,['Athletics'],"[""Men's 100m"", ""Men's 200m""]"
1950128,JUNGBAUER Thomas,JUNGBAUER T,Thomas JUNGBAUER,Male,DOM,Dominican Republic,['Football'],['Men']
1950131,VALDEZ Xavier,VALDEZ X,Xavier VALDEZ,Male,DOM,Dominican Republic,['Football'],['Men']
1950256,ABIAN Pablo,ABIAN P,Pablo ABIAN,Male,ESP,Spain,['Badminton'],"[""Men's Singles""]"
1950258,MARIN Carolina,MARIN C,Carolina MARIN,Female,ESP,Spain,['Badminton'],"[""Women's Singles""]"
1950281,PARRA VERGARA Diego Santiago Andres,PARRA VERGARA DSA,Diego Santiago Andres PARRA VERGARA,Male,CHI,Chile,['Shooting'],['10m Air Pistol Men']
1950301,DUFFY Colin,DUFFY C,Colin DUFFY,Male,USA,United States of America,['Sport Climbing'],"[""Men's Boulder & Lead""]"
1950302,GROSSMAN Natalia,GROSSMAN N,Natalia GROSSMAN,Female,USA,United States of America,['Sport Climbing'],"[""Women's Boulder & Lead""]"
1950303,GRUPPER Jesse,GRUPPER J,Jesse GRUPPER,Male,USA,United States of America,['Sport Climbing'],"[""Men's Boulder & Lead""]"
1950304,HAMMER Zach,HAMMER Z,Zach HAMMER,Male,USA,United States of America,['Sport Climbing'],"[""Men's Speed""]"
1950305,HUNT Emma,HUNT E,Emma HUNT,Female,USA,United States of America,['Sport Climbing'],"[""Women's Speed""]"
1950306,KELLY Piper,KELLY P,Piper KELLY,Female,USA,United States of America,['Sport Climbing'],"[""Women's Speed""]"
1950307,RABOUTOU Brooke,RABOUTOU B,Brooke RABOUTOU,Female,USA,United States of America,['Sport Climbing'],"[""Women's Boulder & Lead""]"
1950309,WATSON Sam,WATSON S,Sam WATSON,Male,USA,United States of America,['Sport Climbing'],"[""Men's Speed""]"
1950366,BARROWS Ian,BARROWS I,Ian BARROWS,Male,USA,United States of America,['Sailing'],"[""Men's Skiff""]"
1950367,EDEGRAN Markus,EDEGRAN M,Markus EDEGRAN,Male,USA,United States of America,['Sailing'],"[""Men's Kite""]"
1950379,DALLMAN-WEISS Lara,DALLMAN-WEISS L,Lara DALLMAN-WEISS,Female,USA,United States of America,['Sailing'],['Mixed Dinghy']
1950381,HENKEN Hans,HENKEN H,Hans HENKEN,Male,USA,United States of America,['Sailing'],"[""Men's Skiff""]"
1950383,LIEBENBERG David,LIEBENBERG D,David LIEBENBERG,Male,USA,United States of America,['Sailing'],['Mixed Multihull']
1950384,LYONS Noah,LYONS N,Noah LYONS,Male,USA,United States of America,['Sailing'],"[""Men's Windsurfing""]"
1950387,McNAY Stu,McNAY S,Stu McNAY,Male,USA,United States of America,['Sailing'],['Mixed Dinghy']
1950389,MOROZ Daniela,MOROZ D,Daniela MOROZ,Female,USA,United States of America,['Sailing'],"[""Women's Kite""]"
1950391,NEWBERRY MOORE Sarah,NEWBERRY MOORE S,Sarah NEWBERRY MOORE,Female,USA,United States of America,['Sailing'],['Mixed Multihull']
1950396,REINEKE Erika,REINEKE E,Erika REINEKE,Female,USA,United States of America,['Sailing'],"[""Women's Dinghy""]"
1950397,ROBLE Stephanie,ROBLE S,Stephanie ROBLE,Female,USA,United States of America,['Sailing'],"[""Women's Skiff""]"
1950401,SHEA Maggie,SHEA M,Maggie SHEA,Female,USA,United States of America,['Sailing'],"[""Women's Skiff""]"
1950403,STATER Dominique,STATER D,Dominique STATER,Female,USA,United States of America,['Sailing'],"[""Women's Windsurfing""]"
1950454,SOPPI MBELLA Richelle Anita,SOPPI MBELLA RA,Richelle Anita SOPPI MBELLA,Female,CMR,Cameroon,['Judo'],['Women +78 kg']
1950485,CANETT Kayla,CANETT K,Kayla CANETT,Female,USA,United States of America,['Rugby Sevens'],['Women']
1950487,DOYLE Lauren,DOYLE L,Lauren DOYLE,Female,USA,United States of America,['Rugby Sevens'],['Women']
1950494,KELTER Alev,KELTER A,Alev KELTER,Female,USA,United States of America,['Rugby Sevens'],['Women']
1950495,KIRSHE Kristi,KIRSHE K,Kristi KIRSHE,Female,USA,United States of America,['Rugby Sevens'],['Women']
1950496,LEVY Sarah,LEVY S,Sarah LEVY,Female,USA,United States of America,['Rugby Sevens'],['Women']
1950498,MAHER Ilona,MAHER I,Ilona MAHER,Female,USA,United States of America,['Rugby Sevens'],['Women']
1950499,OLSEN Alena,OLSEN A,Alena OLSEN,Female,USA,United States of America,['Rugby Sevens'],['Women']
1950500,RAMSEY Ariana,RAMSEY A,Ariana RAMSEY,Female,USA,United States of America,['Rugby Sevens'],['Women']
1950501,ROVETTI Steph,ROVETTI S,Steph ROVETTI,Female,USA,United States of America,['Rugby Sevens'],['Women']
1950502,SEDRICK Alex,SEDRICK A,Alex SEDRICK,Female,USA,United States of America,['Rugby Sevens'],['Women']
1950504,SULLIVAN Sammy,SULLIVAN S,Sammy SULLIVAN,Female,USA,United States of America,['Rugby Sevens'],['Women']
1950505,TAPPER Naya,TAPPER N,Naya TAPPER,Female,USA,United States of America,['Rugby Sevens'],['Women']
1950527,BAKER Perry,BAKER P,Perry BAKER,Male,USA,United States of America,['Rugby Sevens'],['Men']
1950528,BIZER Orrin,BIZER O,Orrin BIZER,Male,USA,United States of America,['Rugby Sevens'],['Men']
1950532,CHANNEL Adam,CHANNEL A,Adam CHANNEL,Male,USA,United States of America,['Rugby Sevens'],['Men']
1950534,CUMMINGS Aaron,CUMMINGS A,Aaron CUMMINGS,Male,USA,United States of America,['Rugby Sevens'],['Men']
1950536,ESDALE Malacchi,ESDALE M,Malacchi ESDALE,Male,USA,United States of America,['Rugby Sevens'],['Men']
1950538,FUALA'AU Naima,FUALA'AU N,Naima FUALA'AU,Male,USA,United States of America,['Rugby Sevens'],['Men']
1950539,HUGHES Madison,HUGHES M,Madison HUGHES,Male,USA,United States of America,['Rugby Sevens'],['Men']
1950541,LACAMP Lucas,LACAMP L,Lucas LACAMP,Male,USA,United States of America,['Rugby Sevens'],['Men']
1950549,TOMASIN Steve,TOMASIN S,Steve TOMASIN,Male,USA,United States of America,['Rugby Sevens'],['Men']
1950551,TUPUOLA Marcus,TUPUOLA M,Marcus TUPUOLA,Male,USA,United States of America,['Rugby Sevens'],['Men']
1950552,UNUFE Maka,UNUFE M,Maka UNUFE,Male,USA,United States of America,['Rugby Sevens'],['Men']
1950553,VI Pita,VI P,Pita VI,Male,USA,United States of America,['Rugby Sevens'],['Men']
1950556,WILLIAMS Kevon,WILLIAMS K,Kevon WILLIAMS,Male,USA,United States of America,['Rugby Sevens'],['Men']
1950562,NAZLYMOV Tatiana,NAZLYMOV T,Tatiana NAZLYMOV,Female,USA,United States of America,['Fencing'],"[""Women's Sabre Individual"", ""Women's Sabre Team""]"
1950570,CEBULA Anne,CEBULA A,Anne CEBULA,Female,USA,United States of America,['Fencing'],"[""Women's Ã‰pÃ©e Individual"", ""Women's Ã‰pÃ©e Team""]"
1950571,CHAMBERLAIN Maia,CHAMBERLAIN M,Maia CHAMBERLAIN,Female,USA,United States of America,['Fencing'],"[""Women's Sabre Team""]"
1950572,CHAMLEY-WATSON Miles,CHAMLEY-WATSON M,Miles CHAMLEY-WATSON,Male,USA,United States of America,['Fencing'],"[""Men's Foil Team""]"
1950581,DERSHWITZ Eli,DERSHWITZ E,Eli DERSHWITZ,Male,USA,United States of America,['Fencing'],"[""Men's Sabre Individual"", ""Men's Sabre Team""]"
1950583,DOLEGIEWICZ Fili,DOLEGIEWICZ F,Filip DOLEGIEWICZ,Male,USA,United States of America,['Fencing'],"[""Men's Sabre Team""]"
1950584,DUBROVICH Jacqueline,DUBROVICH J,Jacqueline DUBROVICH,Female,USA,United States of America,['Fencing'],"[""Women's Foil Individual"", ""Women's Foil Team""]"
1950593,GUZZI VINCENTI Margherita,GUZZI VINCENTI M,Margherita GUZZI VINCENTI,Female,USA,United States of America,['Fencing'],"[""Women's Ã‰pÃ©e Individual"", ""Women's Ã‰pÃ©e Team""]"
1950597,HEATHCOCK Colin,HEATHCOCK C,Colin HEATHCOCK,Male,USA,United States of America,['Fencing'],"[""Men's Sabre Individual"", ""Men's Sabre Team""]"
1950598,HOLMES Katharine,HOLMES K,Katharine HOLMES,Female,USA,United States of America,['Fencing'],"[""Women's Ã‰pÃ©e Team""]"
1950600,HUSISIAN Hadley,HUSISIAN H,Hadley HUSISIAN,Female,USA,United States of America,['Fencing'],"[""Women's Ã‰pÃ©e Individual"", ""Women's Ã‰pÃ©e Team""]"
1950602,ITKIN Nick,ITKIN N,Nick ITKIN,Male,USA,United States of America,['Fencing'],"[""Men's Foil Individual"", ""Men's Foil Team""]"
1950611,KIEFER Lee,KIEFER L,Lee KIEFER,Female,USA,United States of America,['Fencing'],"[""Women's Foil Individual"", ""Women's Foil Team""]"
1950628,MASSIALAS Alexander,MASSIALAS A,Alexander MASSIALAS,Male,USA,United States of America,['Fencing'],"[""Men's Foil Individual"", ""Men's Foil Team""]"
1950629,MEINHARDT Gerek,MEINHARDT G,Gerek MEINHARDT,Male,USA,United States of America,['Fencing'],"[""Men's Foil Individual"", ""Men's Foil Team""]"
1950642,SARON Mitchell,SARON M,Mitchell SARON,Male,USA,United States of America,['Fencing'],"[""Men's Sabre Individual"", ""Men's Sabre Team""]"
1950643,SCRUGGS Lauren,SCRUGGS L,Lauren SCRUGGS,Female,USA,United States of America,['Fencing'],"[""Women's Foil Individual"", ""Women's Foil Team""]"
1950648,SKARBONKIEWICZ Magda,SKARBONKIEWICZ M,Magda SKARBONKIEWICZ,Female,USA,United States of America,['Fencing'],"[""Women's Sabre Individual"", ""Women's Sabre Team""]"
1950654,TARTAKOVSKY Elizabeth,TARTAKOVSKY E,Elizabeth TARTAKOVSKY,Female,USA,United States of America,['Fencing'],"[""Women's Sabre Individual"", ""Women's Sabre Team""]"
1950659,WEINTRAUB Maia Mei,WEINTRAUB MM,Maia Mei WEINTRAUB,Female,USA,United States of America,['Fencing'],"[""Women's Foil Team""]"
1950662,Memo,MEMO,MEMO,Male,INA,Indonesia,['Rowing'],"[""Men's Single Sculls""]"
1950857,YONA Adi,YONA A,Adi YONA,Male,ISR,Israel,['Football'],['Men']
1950864,SASOON Roy,SASOON R,Roy SASOON,Male,ISR,Israel,['Football'],['Men']
1950869,ELIASI Niv,ELIASI N,Niv ELIASI,Male,ISR,Israel,['Football'],['Men']
1950873,MADMON Elad,MADMON E,Elad MADMON,Male,ISR,Israel,['Football'],['Men']
1950883,FEREDE Ayanaw,FEREDE A,Ayanaw FEREDE,Male,ISR,Israel,['Football'],['Men']
1950897,NDORI Bayapo,NDORI B,Bayapo NDORI,Male,BOT,Botswana,['Athletics'],"[""Men's 400m"", ""Men's 4 x 400m Relay""]"
1950918,SCOTCH Leungo,SCOTCH L,Leungo SCOTCH,Male,BOT,Botswana,['Athletics'],"[""Men's 400m"", ""Men's 4 x 400m Relay""]"
1950930,PHA APHAY Silina,PHA APHAY S,Silina PHA APHAY,Female,LAO,Lao People's Democratic Republic,['Athletics'],"[""Women's 100m""]"
1950939,KEBINATSHIPI Busang Collen,KEBINATSHIPI BC,Busang Collen KEBINATSHIPI,Male,BOT,Botswana,['Athletics'],"[""Men's 400m"", ""Men's 4 x 400m Relay""]"
1950956,MASALELA Tshepiso,MASALELA T,Tshepiso MASALELA,Male,BOT,Botswana,['Athletics'],"[""Men's 800m""]"
1950968,FERNANDEZ Alberto,FERNANDEZ A,Alberto FERNANDEZ,Male,ESP,Spain,['Shooting'],['Trap Men']
1950971,GALVEZ Fatima,GALVEZ F,Fatima GALVEZ,Female,ESP,Spain,['Shooting'],['Trap Women']
1950973,GARCIA Andres,GARCIA A,Andres GARCIA,Male,ESP,Spain,['Shooting'],['Trap Men']
1950980,MOLNE MAGRINA Mar,MOLNE MAGRINA M,Mar MOLNE MAGRINA,Female,ESP,Spain,['Shooting'],['Trap Women']
1950989,HAINGURA Kethobogile,HAINGURA K,Kethobogile HAINGURA,Male,BOT,Botswana,['Athletics'],"[""Men's 800m""]"
1951000,NOWE Oratile,NOWE O,Oratile NOWE,Female,BOT,Botswana,['Athletics'],"[""Women's 800m""]"
1951019,VANAGAITE Justina,VANAGAITE J,Justina VANAGAITE,Female,LTU,Lithuania,['Equestrian'],['Dressage Individual']
1951035,RAUPELYTE Aine,RAUPELYTE A,Aine RAUPELYTE,Female,LTU,Lithuania,['Beach Volleyball'],['Women']
1951198,PAULIKIENE Monika,PAULIKIENE M,Monika PAULIKIENE,Female,LTU,Lithuania,['Beach Volleyball'],['Women']
1951506,PESELA Anthony,PESELA A,Anthony PESELA,Male,BOT,Botswana,['Athletics'],"[""Men's 4 x 400m Relay""]"
1951507,TA LOU-SMITH Marie-Josee,TA LOU-SMITH MJ,Marie-Josee TA LOU-SMITH,Female,CIV,CÃ´te d'Ivoire,['Athletics'],"[""Women's 100m"", ""Women's 200m"", ""Women's 4 x 100m Relay""]"
1951509,MASILO Boitumelo,MASILO B,Boitumelo MASILO,Male,BOT,Botswana,['Athletics'],"[""Men's 4 x 400m Relay""]"
1951514,KERYHUEL Jeremy Fafa,KERYHUEL JF,Jeremy Fafa KERYHUEL,Male,CIV,CÃ´te d'Ivoire,['Fencing'],"[""Men's Foil Individual""]"
1951567,SAVNER Jessica,SAVNER J,Jessica SAVNER,Female,USA,United States of America,['Modern Pentathlon'],"[""Women's Individual""]"
1951575,DELGADO Angelica,DELGADO A,Angelica DELGADO,Female,USA,United States of America,['Judo'],['Women -52 kg']
1951577,JAYNE John,JAYNE J,John JAYNE,Male,USA,United States of America,['Judo'],['Men -90 kg']
1951579,LABORDE Maria Celia,LABORDE MC,Maria Celia LABORDE,Female,USA,United States of America,['Judo'],['Women -48 kg']
1951581,YONEZUKA Jack,YONEZUKA J,Jack YONEZUKA,Male,USA,United States of America,['Judo'],['Men -73 kg']
1951595,CUNHA Ana Marcela,CUNHA AM,Ana Marcela CUNHA,Female,BRA,Brazil,['Marathon Swimming'],"[""Women's 10km""]"
1951597,DIZOTTI Beatriz,DIZOTTI B,Beatriz DIZOTTI,Female,BRA,Brazil,['Swimming'],"[""Women's 1500m Freestyle""]"
1951602,RONCATTO Gabrielle,RONCATTO G,Gabrielle RONCATTO,Female,BRA,Brazil,['Swimming'],"[""Women's 400m Freestyle"", ""Women's 4 x 200m Freestyle Relay"", 'Mixed 4 x 100m Medley Relay']"
1951604,COSTA Guilherme,COSTA G,Guilherme COSTA,Male,BRA,Brazil,"['Marathon Swimming', 'Swimming']","[""Men's 10km"", ""Men's 200m Freestyle"", ""Men's 400m Freestyle"", ""Men's 4 x 200m Freestyle Relay"", ""Men's 800m Freestyle""]"
1951623,JUNGBLUT Viviane,JUNGBLUT V,Viviane JUNGBLUT,Female,BRA,Brazil,['Marathon Swimming'],"[""Women's 10km""]"
1951700,CLARK Wyndham,CLARK W,Wyndham CLARK,Male,USA,United States of America,['Golf'],"[""Men's Individual Stroke Play""]"
1951716,KORDA Nelly,KORDA N,Nelly KORDA,Female,USA,United States of America,['Golf'],"[""Women's Individual Stroke Play""]"
1951721,MORIKAWA Collin,MORIKAWA C,Collin MORIKAWA,Male,USA,United States of America,['Golf'],"[""Men's Individual Stroke Play""]"
1951723,SCHAUFFELE Xander,SCHAUFFELE X,Xander SCHAUFFELE,Male,USA,United States of America,['Golf'],"[""Men's Individual Stroke Play""]"
1951724,SCHEFFLER Scottie,SCHEFFLER S,Scottie SCHEFFLER,Male,USA,United States of America,['Golf'],"[""Men's Individual Stroke Play""]"
1951729,VU Lilia,VU L,Lilia VU,Female,USA,United States of America,['Golf'],"[""Women's Individual Stroke Play""]"
1951733,ZHANG Rose,ZHANG R,Rose ZHANG,Female,USA,United States of America,['Golf'],"[""Women's Individual Stroke Play""]"
1951788,ORLOB Marcus,ORLOB M,Marcus ORLOB,Male,USA,United States of America,['Equestrian'],"['Dressage Individual', 'Dressage Team']"
1951802,COOK Karl,COOK K,Karl COOK,Male,USA,United States of America,['Equestrian'],['Jumping Team']
1951817,ELLIOTT Sydney,ELLIOTT S,Sydney ELLIOTT,Female,USA,United States of America,['Equestrian'],"['Eventing Individual', 'Eventing Team']"
1951819,FARRINGTON Kent,FARRINGTON K,Kent FARRINGTON,Male,USA,United States of America,['Equestrian'],"['Jumping Individual', 'Jumping Team']"
1951829,HALLIDAY Elisabeth,HALLIDAY E,Elisabeth HALLIDAY,Female,USA,United States of America,['Equestrian'],"['Eventing Individual', 'Eventing Team']"
1951840,KRAUT Laura,KRAUT L,Laura KRAUT,Female,USA,United States of America,['Equestrian'],"['Jumping Individual', 'Jumping Team']"
1951842,LYLE Adrienne,LYLE A,Adrienne LYLE,Female,USA,United States of America,['Equestrian'],"['Dressage Individual', 'Dressage Team']"
1951844,MARTIN Boyd,MARTIN B,Boyd MARTIN,Male,USA,United States of America,['Equestrian'],"['Eventing Individual', 'Eventing Team']"
1951845,PAMUKCU Caroline,PAMUKCU C,Caroline PAMUKCU,Female,USA,United States of America,['Equestrian'],"['Eventing Individual', 'Eventing Team']"
1951851,OTS Endel,OTS E,Endel OTS,Male,USA,United States of America,['Equestrian'],['Dressage Team']
